delivery_delay_days
36.325
-0.415
-10.236
-16.543
-25.543
-22.536
-39.328
-27.413
-23.365
-32.381
-30.31
-5.631
-29.554
-34.313
-20.198
-28.305
-14.432
-55.426
-41.524
-22.245
-51.15
-2.446
-34.288
-41.18
-40.058
-49.384
-54.372
-27.4
-23.032
-32.443
-37.085
-41.336
-52.142
-32.372
-6.64
-34.294
-20.577
-33.32
-41.336
-29.463
-2.556
-45.343
-29.446
1.641
-19.254
-27.287
-10.453
-53.868
-12.608
-24.363
-22.538
-22.367
-40.043
18.855
-41.349
-41.333
-27.414
-45.344
-23.468
-29.091
-34.198
-34.316
-42.554
-24.414
-51.392
-42.3
-7.317
-28.096
-47.868
-33.556
-55.882
-52.34
-10.372
-42.677
-31.484
-40.331
-32.395
-43.436
-7.171
-32.477
-31.319
-37.196
-46.344
-44.147
-21.42
-28.096
-31.31
-29.237
-41.141
-45.242
-39.24
-2.655
-43.256
-28.439
-38.187
-42.331
-43.157
-46.127
-31.593
-31.415
-29.522
-32.566
-24.433
-19.452
-31.096
-45.331
-33.253
-39.511
-22.448
-22.528
-31.657
-26.372
-36.128
-35.765
-40.441
-36.24
-41.203
-15.546
-12.317
-35.481
-34.315
-45.297
-25.365
-44.334
-41.188
-29.515
-52.646
-65.228
-42.485
-49.186
-42.318
-40.226
-44.572
-43.541
-36.321
-33.433
-60.001
-40.15
-36.315
-34.269
-25.615
-45.619
-52.821
-43.748
-21.635
-39.248
-37.307
-47.276
-33.506
-39.143
-30.49
-41.49
-32.599
-34.471
-45.49
-51.489
-44.839
-42.214
-42.967
-47.932
-43.752
-34.552
-45.37
-41.334
-38.578
-33.356
-41.203
-35.31
-49.94
-47.188
-45.188
-41.967
-12.009
-51.073
-36.114
-33.492
-31.423
-35.384
-45.222
-43.498
-40.116
-34.43
-34.496
-35.362
-31.006
-39.394
-46.409
-17.329
-75.543
-51.445
-51.443
-45.309
-50.788
-45.226
-41.517
-35.256
-47.212
-45.957
-45.14
-40.077
-48.459
-47.54
-44.377
-47.27
-50.337
-41.217
-46.35
-48.393
-34.311
-45.082
-23.399
-45.369
-57.79
-34.336
-46.294
-44.391
-45.113
-38.745
-34.408
-45.878
-41.204
-33.462
-21.606
-28.379
-43.353
-42.247
-49.457
-43.498
-47.79
-35.269
-45.457
-30.247
-45.498
-46.539
-31.713
-31.504
-43.508
-27.279
-15.407
-42.661
-42.748
-31.542
-45.497
-47.429
-43.456
-44.585
-36.563
-33.269
-39.316
-7.344
-42.309
-13.378
-57.416
-44.564
-42.282
-45.346
-57.832
-39.473
0.336
-28.381
-36.248
-51.159
-34.386
-48.308
-57.262
-45.262
-43.832
-13.348
-30.406
-39.562
-29.376
-21.337
-20.449
-26.348
-27.33
-27.345
-26.329
-15.324
-27.345
-15.33
-15.33
-14.297
-26.339
-27.273
-15.338
-27.399
-27.296
-26.293
-27.413
-26.255
-26.3
-15.311
-14.365
-27.302
-15.615
-27.24
-27.358
-26.327
-27.362
-33.407
-27.362
-27.345
-24.481
-40.287
-33.543
-37.418
-32.594
-29.272
19.552
-41.481
-22.574
-20.515
-35.61
-30.443
-30.547
-27.412
0.405
-29.29
-34.629
-29.288
23.457
-38.325
-25.689
-30.344
-26.429
-30.309
-31.575
-34.456
-19.503
-35.445
-35.443
-35.557
-29.407
-27.117
-38.311
-32.305
-22.564
-31.546
-32.464
51.4
-27.636
-26.414
-19.451
2.698
-33.543
-15.37
-31.554
-21.429
-26.45
-33.413
-30.285
-34.518
-18.71
-27.398
-28.418
-30.473
-37.406
-33.483
-29.23
-17.609
-22.37
-41.546
-24.548
-28.76
-20.526
18.656
-32.345
-15.553
-28.224
-20.592
-23.471
-33.51
-21.351
-20.367
-30.425
-31.424
-27.602
-31.323
-45.49
-34.579
-10.631
-28.468
-35.544
-31.667
-21.367
-39.3
-4.561
-26.335
-44.561
-27.289
-14.332
-9.381
-19.636
-42.541
-32.342
-4.789
-31.628
-26.317
-33.418
-48.346
-39.369
-42.418
-20.197
-24.399
-19.351
-36.288
-35.408
-31.719
-35.394
-34.45
-29.438
-33.485
-24.664
-50.425
-27.429
-37.493
-21.636
-30.46
-27.391
-31.418
-29.365
-24.342
-21.307
-16.543
-40.378
-17.502
-26.405
-16.436
-4.772
-38.49
-14.484
-32.422
-38.739
-34.557
-45.316
-38.578
-21.299
-32.421
-34.464
-30.506
-30.539
-49.365
21.372
-34.512
-37.292
-28.699
-25.386
-38.509
-9.294
-13.262
-29.37
-14.449
-35.626
-44.464
-34.207
-24.494
-27.493
-21.435
-15.554
-32.443
-40.615
-31.599
-23.282
-32.085
-18.438
-29.217
-20.427
-18.477
-36.602
-29.388
-30.614
-45.341
-29.955
-33.455
24.348
-10.428
-19.533
-29.239
-19.435
-24.554
-19.392
-40.482
-34.473
-34.246
-33.297
-18.193
-41.478
-32.328
-34.536
-34.15
-21.463
-34.614
-17.175
-31.441
-43.513
-37.401
-21.418
